x1	x2	x3	y
0.560381643	0.743761447	10.69585691	0
0.038513943	0.083190549	12.12829551	1
0.329706873	0.926667128	10.743626	0
-0.307352074	0.989947648	11.31740443	0
-0.199160058	0.092784088	12.35637597	1
-0.908225499	-0.699270163	13.60749566	0
-0.201547947	0.054802343	12.3967456	1
-0.804501925	-0.661689558	13.46619148	0
-0.134513529	1.137507272	10.99700626	0
0.896964786	0.348095403	10.75493981	0
0.053317308	-0.25821244	12.45489513	1
-0.123707512	-0.272793566	12.64650108	1
0.047362126	-0.366129045	12.56876692	1
0.846402066	-0.658825812	11.81242375	0
-0.279205738	-0.009686352	12.53889209	1
0.817679734	0.208073785	10.97424648	0
-1.109114587	0.151024455	12.95809013	0
-0.181198292	-0.939764339	13.12096263	0
0.107053221	0.031928417	12.11101836	1
-0.144908426	-0.110991602	12.50590003	1
0.522633385	0.96908975	10.50827687	0
0.11577797	-0.005623354	12.13984538	1
0.823117026	0.279836632	10.89704634	0
0.766867914	0.510116162	10.72301592	0
0.184041003	-0.115573108	12.18153211	1
-0.933707267	0.253573952	12.68013332	0
0.110339988	0.180736013	11.958924	1
-0.030674962	0.042834076	12.23784089	1
-1.035956013	0.050039328	12.98591669	0
0.397549357	-0.112744947	11.96519559	1
-0.260492988	-0.120041503	12.63053449	1
-0.845347256	-0.454821361	13.30016862	0
0.033506514	-0.191021875	12.40751536	1
0.035306044	-0.016122944	12.2308169	1
0.057627833	1.050129706	10.89224246	0
-0.135040121	-0.031096428	12.41613655	1
-0.627057805	-0.675335278	13.30239308	0
-0.086318651	-0.147510413	12.48382906	1
0.326488724	-0.847164127	12.5206754	0
-0.845226533	0.355401557	12.48982498	0
0.929149084	0.211175674	10.85967524	0
0.981693206	-0.467169428	11.48547622	0
0.188030402	-0.140214062	12.20218366	1
0.077461656	0.315746343	11.856792	1
-0.164181153	-0.178119096	12.59230025	1
-0.039280346	-0.223908524	12.51318887	1
0.004162957	-1.09849114	13.09432818	0
0.719476935	-0.684760249	11.96528331	0
-0.212732388	0.202021379	12.26071101	1
-0.224296384	0.026255985	12.4480404	1
-1.097781515	0.372549099	12.72523242	0
0.078431439	-0.09586641	12.26743497	1
0.534307337	-0.682317563	12.14801023	0
-0.456279563	-0.763145459	13.21942502	0
0.767365453	0.491653386	10.74098116	0
0.128153929	0.105262765	12.01658331	1
-0.005074503	-1.08595986	13.09103436	0
0.85657309	-0.16990899	11.3133359	0
-0.137294221	-0.07724862	12.46454284	1
0.030466254	-0.048513792	12.26804754	1
0.078357052	0.968089172	10.95355378	0
0.399153203	-0.786292806	12.3871396	0
-0.340091335	-0.03349645	12.62358779	1
0.308697837	-0.056828864	11.99813103	1
0.054163302	0.280788163	11.91504854	1
0.4092108	0.041560293	11.79922891	1
-0.130590396	0.02292002	12.35767038	1
0.922569713	-0.227896662	11.30532695	0
-0.244729619	0.982311906	11.26241771	0
-0.693864111	-0.894052819	13.58791693	0
0.091621108	-0.093866722	12.25224561	1
-0.145101215	0.131377655	12.26372356	1
-0.86159638	-0.470628329	13.33222471	0
0.733291765	0.89735238	10.36935585	0
-0.141301776	-1.02468165	13.16598343	0
0.945142753	0.212091751	10.8427655	0
-0.008419172	0.194281179	12.06413799	1
0.824595101	0.440457725	10.73494717	0
0.109845753	-0.093425586	12.23357983	1
-0.277049549	0.140516508	12.38653304	1
-0.072627619	0.224024999	12.09860262	1
0.045514051	-0.032028379	12.23651433	1
-0.96005655	0.168339994	12.79171656	0
-0.209486406	0.23623317	12.22325324	1
0.108823018	-1.02144858	12.91262556	0
-0.095244542	-0.888921051	12.98416559	0
0.197442069	0.070558721	11.98199921	1
0.274993654	0.015432538	11.95957381	1
0.649025236	0.734544627	10.61643014	0
0.099545607	0.01863248	12.13182191	1
-0.832538921	-0.265411717	13.09795064	0
-0.215038352	0.169585374	12.29545298	1
1.067272691	-0.263309902	11.19603721	0
0.041465984	0.069227066	12.13930695	1
-0.150000387	-0.231099627	12.63110001	1
-0.75558752	0.650448498	12.10513902	0
0.773292275	-0.322072244	11.54877997	0
-0.549444525	-0.878336238	13.42778076	0
0.023558066	0.010282009	12.21615993	1
0.184209443	0.149007778	11.91678278	1
1.161512689	0.096187466	10.74229985	0
0.540116389	0.835329466	10.62455415	0
-0.532878457	-0.720483356	13.25336181	0
-0.245893274	-0.212572532	12.70846581	1
-0.280502342	-0.877016454	13.1575188	0
-0.028911852	0.021144345	12.25776751	1
-0.658535161	0.708824466	11.9497107	0
-0.470491107	0.122867473	12.59762363	1
0.021853279	0.237474971	11.99067175	1
-0.54193437	-0.724138063	13.26607243	0
-0.455466228	-1.017575861	13.47304209	0
0.021611984	-0.136166159	12.36455418	1
-0.330434186	-0.121189505	12.70162369	1
-0.402688606	-0.261762821	12.91445143	1
1.069907577	-0.450089279	11.3801817	0
1.063284241	0.291174482	10.64554128	0
0.245538144	-0.916243417	12.67070527	0
0.236410115	0.025458946	11.98813094	1
0.566104634	-0.855398188	12.28929355	0
-0.277547955	-1.042016952	13.31956491	0
-0.037575418	0.055668908	12.23190651	1
-0.850020294	-0.801523289	13.65154358	0
-0.05954415	0.279805082	12.02973907	1
-0.31030351	0.082419197	12.47788431	1
0.467142964	-0.684406991	12.21726403	0
1.035161368	0.310048864	10.65478977	0
-0.758872534	0.353490739	12.4053818	0
-0.187501176	0.032104329	12.40539685	1
0.194361844	1.068871752	10.7367664	0
0.46136932	0.860883674	10.67774701	0
-0.240409275	-1.167533089	13.40794236	0
0.205033966	0.051397795	11.99356824	1
-0.761564483	0.52555046	12.23601402	0
0.821988935	-0.513306074	11.69131714	0
-0.128848228	-0.178501392	12.55734962	1
-0.981672738	0.280603876	12.70106886	0
-0.358047601	-0.107241539	12.71528914	1
-0.925726894	-0.12730306	13.05302995	0
-0.265692501	-0.113181961	12.62887446	1
0.075116849	-0.136335383	12.31121853	1
0.003129444	-0.097894974	12.34476553	1
0.210646385	-0.277552552	12.31690617	1
-0.333634555	0.2392205	12.34441406	1
-0.782043949	-0.555209944	13.33725389	0
-0.083826573	0.181780378	12.1520462	1
0.83658977	0.578868999	10.58454123	0
-0.672111787	0.535937345	12.13617444	0
-0.021172757	-1.036483031	13.05765579	0
-1.151082724	0.196900399	12.95418232	0
-0.02668932	-0.227244873	12.50393419	1
0.368837374	-0.090049924	11.97121255	1
0.059450935	0.021094776	12.16945429	1
-1.131120631	-0.553034722	13.68415535	0
0.148445819	1.123978166	10.72757602	0
-0.088539278	0.261008664	12.07753061	1
0.874744258	-0.634625201	11.75988094	0
-0.138164945	-0.262807614	12.65097256	1
-0.750223583	-0.548565509	13.29878909	0
0.091653066	-1.173727346	13.08207428	0
-0.40894737	-0.914730449	13.32367782	0
0.878387219	0.255981645	10.86563114	0
-0.249075409	0.24123791	12.2578375	1
0.242986632	-0.062513371	12.06952674	1
0.038353512	0.389740042	11.82190645	1
-0.310232615	-0.889767216	13.19999983	0
-0.0517246	-0.1475478	12.4492724	1
-1.013128637	0.082669114	12.93045952	0
0.391816521	-0.798153921	12.4063374	0
-0.012963501	0.261356642	12.00160686	1
-1.156826814	0.031836308	13.12499051	0
-0.222897494	0.073580152	12.39931734	1
0.20339499	0.059843934	11.98676108	1
0.24466623	1.020970611	10.73436316	0
-0.154044772	0.07398867	12.3300561	1
-0.994943406	-0.15673745	13.15168086	0
0.006928194	-0.102097835	12.34516964	1
0.934663433	-0.400600407	11.46593697	0
0.045229329	-0.030736172	12.23550684	1
-0.266405245	-0.097590789	12.61399603	1
-0.254399146	0.833376707	11.42102244	0
-0.413784291	-1.024123875	13.43790817	0
-0.852622182	0.351869115	12.50075307	0
0.965279472	-0.239021576	11.2737421	0
-0.70829265	0.748876447	11.9594162	0
-0.256192038	-0.08034784	12.58653988	1
-0.148232884	0.210483789	12.1877491	1
-0.34396124	-0.080363092	12.67432433	1
-0.134562447	0.097008555	12.28755389	1
-0.235354551	-0.223816601	12.70917115	1
-0.65902678	-0.738752192	13.39777897	0
-0.134942293	0.106872086	12.27807021	1
-0.59257306	0.893281664	11.6992914	0
0.229870094	-0.896821271	12.66695118	0
0.571255842	0.995675156	10.433069	0
-0.972400585	0.317558264	12.65484232	0
-0.374647869	-0.093373826	12.71802169	1
0.01171493	0.236344828	12.00194024	1
-0.059774427	-0.265714809	12.57548924	1
1.049483868	0.120249916	10.83026622	0
-0.076096692	0.17541666	12.15068003	1
-0.893110254	0.636538817	12.25657144	0
-0.233943479	0.21294402	12.27099946	1
0.118743587	-0.092926534	12.22418295	1
-0.52113399	-0.843769461	13.36490345	0
-0.79100318	0.293978388	12.49702479	0
0.91044387	-0.42742148	11.51697761	0
0.03579873	-0.202387587	12.41658886	1
0.220786953	0.018415869	12.01079718	1
-0.027411753	-0.05904184	12.33645359	1
-0.200770108	-0.139738681	12.59050879	1
0.101558036	0.214529578	11.93391239	1
-0.355933956	0.871946969	11.48398699	0
-0.002948269	-0.284560543	12.53750881	1
-0.145821825	0.935494607	11.21032722	0
-0.518443506	1.065207382	11.45323612	0
0.021825521	1.167294097	10.81088038	0
0.162690957	0.294220406	11.79308864	1
-0.743610931	0.752896498	11.99071443	0
0.040091052	0.148997722	12.06091123	1
0.204769521	0.096031086	11.94919939	1
0.185736485	-0.257293975	12.32155749	1
-0.156653356	-0.283808087	12.69046144	1
-0.313081224	0.061269539	12.50181169	1
-0.256114477	-0.055053278	12.56116776	1
-0.86716743	-0.65954406	13.52671149	0
-0.912204355	0.595860152	12.3163442	0
-0.045331766	0.138578933	12.15675283	1
1.061612004	0.286571152	10.65181684	0
0.436549444	0.840670607	10.72277995	0
-0.840030111	0.130338703	12.70969141	0
0.726701438	-0.568922844	11.84222141	0
-0.758224887	-0.398312982	13.15653787	0
0.689629572	-0.788488416	12.09885884	0
-0.863128587	-0.24936218	13.11249077	0
0.092312422	-0.137026736	12.29471431	1
0.106823694	0.109774576	12.03340173	1
-0.388472756	0.918713912	11.46975884	0
0.035165784	-0.306154414	12.52098863	1
-0.958335359	0.270074247	12.68826111	0
-0.126432621	0.27586084	12.10057178	1
-0.019234929	0.298126897	11.97110803	1
0.489339546	-0.862383355	12.37304381	0
0.104830788	-1.145624754	13.04079397	0
-0.302220945	0.056819336	12.49540161	1
-0.068856738	0.085827232	12.23302951	1
-0.148402856	0.227599708	12.17080315	1
0.961293244	-0.077817603	11.11652436	0
-0.064913574	-0.210641126	12.5255547	1
1.037067189	0.30285984	10.66007297	0
0.003844978	-0.046612645	12.29276767	1
0.515493234	0.895427606	10.58907916	0
-0.084900879	0.09949725	12.23540363	1
0.00875756	-0.040837571	12.28208001	1
0.212884791	0.001240896	12.03587431	1
0.72453906	0.737650565	10.53781038	0
0.422039368	1.021219118	10.55674151	0
0.022871848	0.292905227	11.93422292	1
0.088504893	0.271925062	11.88957004	1
-0.071591862	0.32449342	11.99709844	1
-0.852468401	-0.364556191	13.21702459	0
-0.943522548	0.101423385	12.84209916	0
0.099356258	-0.088225424	12.23886917	1
-0.1352482	0.092941542	12.29230666	1
-0.087401018	0.170554683	12.16684633	1
0.003576048	0.221676015	12.02474794	1
0.150457909	-1.096195658	12.94573775	0
0.227195185	0.15997055	11.86283426	1
-0.832234227	-0.369426215	13.20166044	0
-0.026986917	-0.176287954	12.45327487	1
-0.008939218	-0.334907522	12.59384674	1
-0.814071168	0.490037013	12.32403415	0
1.093338038	0.077014467	10.8296475	0
-0.315662355	-0.240374454	12.80603681	1
0.107344441	-0.248048607	12.39070417	1
0.147081045	-0.148311521	12.25123048	1
0.123206623	-1.048444941	12.92523832	0
0.975344303	-0.301067458	11.32572315	0
0.873418291	0.461242405	10.6653393	0
0.286696486	-0.075824047	12.03912756	1
0.094474646	0.180373445	11.97515191	1
-0.143377196	-0.068929294	12.46230649	1
0.371190525	0.023636875	11.8551726	1
-0.18047849	0.072537208	12.35794128	1
-0.397598334	0.98077937	11.41681896	0
-0.004732972	0.179851906	12.07488107	1
0.466689407	0.991500672	10.54180992	0
-0.276521014	-0.050811672	12.57733269	1
0.062659958	-0.082488638	12.26982868	1
-0.116546692	-0.1332965	12.49984319	1
0.042450513	-0.241087727	12.44863721	1
0.54682996	-0.671290782	12.12446082	0
-0.078823563	-0.234930397	12.56375396	1
-0.0279946	0.17951969	12.09847491	1
1.046108804	-0.197742432	11.15163363	0
-0.897227719	-0.312700514	13.20992823	0
0.195909153	-0.848565445	12.65265629	0
0.085961599	-0.289398318	12.45343672	1
-0.972911378	0.213340006	12.75957137	0
0.181545196	-0.104374027	12.17282883	1
-0.155442086	1.177430815	10.97801127	0
0.174864412	0.184723702	11.89041189	1
-0.691906287	0.764345131	11.92756116	0
0.92861173	0.024553929	11.04683434	0
0.066859535	1.094479722	10.83866074	0
1.081868765	-0.067279077	10.98541031	0
0.855461212	0.590873129	10.55366566	0
0.147132419	-0.041869897	12.14473748	1
0.23779712	0.1314012	11.88080168	1
-0.197558371	0.069378443	12.37817993	1
-0.403041792	-0.904285693	13.30732748	0
-0.074530241	-1.150077044	13.22460728	0
-0.719458657	-0.380374201	13.09983286	0
0.883215511	-0.256283631	11.37306812	0
-0.139520259	-0.195451397	12.58497166	1
0.04907421	-0.119033066	12.31995886	1
-0.055279041	0.053415258	12.25186378	1
-0.704026309	-0.814459996	13.51848631	0
-0.831004745	-0.391589184	13.22259393	0
0.127089472	0.211101682	11.91180885	1
0.158048636	0.979166876	10.86278449	0
0.438665023	-0.957893828	12.51922881	0
-0.201916867	-0.300488418	12.75240529	1
0.370682106	-0.818290953	12.44760885	0
-0.1833572	-0.25701646	12.69037366	1
-0.757339376	-0.677153568	13.43449294	0
-1.242555968	0.083325839	13.15923013	0
-0.099955204	0.207258362	12.14269684	1
0.928020711	0.179901103	10.89207819	0
0.827171062	-0.848200087	12.02102902	0
0.203472264	-0.35273381	12.39926155	1
0.883082173	-0.279834224	11.39675205	0
0.124349707	0.253828403	11.87182189	1
0.030532703	-0.104341373	12.32380867	1
-0.243699074	0.300839165	12.19285991	1
-0.709697724	0.59752769	12.11217003	0
-1.121636835	0.040989821	13.08064701	0
-0.02224575	1.04338689	10.97885886	0
-0.56227012	0.791180854	11.77108927	0
0.263363498	0.114326478	11.87231002	1
-0.040916396	0.29081842	12.00009798	1
-0.184700892	-0.109717367	12.54441826	1
0.187496829	1.041250898	10.77125227	0
0.78539613	0.357421083	10.85718279	0
-0.603711403	0.906455407	11.697256	0
-0.056023216	0.049390342	12.25663287	1
1.028311021	-0.146141747	11.11783073	0
-1.032318093	-0.110149928	13.14246802	0
0.244844896	0.180729469	11.82442564	1
0.771038464	0.831974186	10.39698735	0
-0.136494212	0.177450359	12.20904385	1
-0.89115994	-0.240525196	13.13168514	0
0.27231668	0.098438424	11.8792449	1
-0.362073179	0.861278838	11.50079434	0
-0.291982665	-0.223278533	12.7652612	1
0.915717077	0.610914037	10.47336889	0
0.05879711	0.2566576	11.93454529	1
0.196809128	1.073249928	10.72994094	0
-0.731264752	0.634319225	12.09694553	0
-0.462744624	0.843198348	11.61954628	0
0.188211896	0.037642838	12.02414527	1
-0.208780019	0.027167694	12.43161233	1
-0.189188591	0.005539766	12.43364882	1
-0.016578663	-1.038417773	13.05499644	0
-0.196260012	1.224497308	10.9717627	0
-0.230711701	0.053054829	12.42765687	1
0.937431413	-0.037661164	11.10022975	0
-0.034495136	-0.085843092	12.37033823	1
-0.212283085	-0.152613996	12.61489708	1
0.914899055	-0.09018219	11.17528314	0
-0.06459211	0.034278374	12.28031374	1
0.970751913	-0.371957137	11.40120522	0
-0.024271405	0.004264223	12.27000718	1
-0.046735524	-0.117479419	12.41421494	1
-0.892233494	-0.453302271	13.34553576	0
-0.0712908	-0.162021998	12.4833128	1
0.10352717	-0.073383517	12.21985635	1
0.329353817	0.959498496	10.71114769	0
0.627195048	-0.850541147	12.2233461	0
0.279452303	0.2459367	11.724611	1
0.116295232	-0.07396781	12.20767258	1
-0.845256008	-0.091227785	12.93648379	0
0.39058802	1.146767803	10.46264418	0
1.052764808	-0.29896034	11.24619553	0
0.19403822	0.769125074	11.03683671	0
-0.512001299	0.887604956	11.62439634	0
0.066193764	-0.332088533	12.51589477	1
0.764800607	0.6727702	10.56242919	0
-0.927795742	0.021612632	12.90618311	0
0.620340403	-0.717312461	12.09697206	0
-0.038149185	0.107076222	12.18107296	1
0.02077946	-0.105132373	12.33435291	1
0.176444018	0.211763539	11.86179244	1
0.170185124	-1.087000489	12.91681536	0
-0.543533909	0.722638967	11.82089494	0
-0.118272422	0.054532368	12.31374005	1
-0.117118996	0.250950407	12.11616859	1
0.199565625	0.050443646	11.99999073	1
-0.389332054	0.053234422	12.58609763	1
0.019887151	1.060453592	10.91965926	0
0.706012426	0.70068315	10.59330442	0
0.659864383	0.697807487	10.64232813	0
-0.184702897	0.026149682	12.40855322	1
0.211980193	0.875973942	10.91204587	0
-0.051892265	0.165423805	12.13646846	1
-0.209972654	-0.284329998	12.74430265	1
0.094285501	-0.04195412	12.19766862	1
-0.710720112	0.701822551	12.00889756	0
0.350917018	-0.857652376	12.50673536	0
-0.507733997	-0.77389269	13.28162669	0
0.095216588	0.102742288	12.05204112	1
-1.027174935	0.126871093	12.90030384	0
-1.057254157	-0.193912777	13.25116693	0
-0.177057319	0.024868471	12.40218885	1
0.549010889	-0.756600738	12.20758985	0
0.246099086	0.369885434	11.63401548	1
0.275924937	0.101829239	11.87224582	1
0.530300971	1.04831208	10.42138695	0
0.710269317	-0.765587652	12.05531834	0
0.29472855	0.096941069	11.85833038	1
-0.670253872	0.796593996	11.87365988	0
0.234092141	-0.046173264	12.06208112	1
-0.643200523	-0.710175801	13.35337632	0
0.214840009	0.018979772	12.01618022	1
-0.14021026	0.093809237	12.29640102	1
-0.414540498	1.003720533	11.41081997	0
0.15301166	-0.182638698	12.27962704	1
0.104268609	0.257191788	11.8885396	1
0.900464551	0.550199862	10.54933559	0
-0.272297599	1.002135898	11.2701617	0
0.358804571	-0.03284809	11.92404352	1
0.760613509	0.380665682	10.85872081	0
-0.614926181	-0.781896586	13.39682277	0
